epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
                     29,                 0.9669,                 1.0468,                 1.3844,                0.69314,                0.78423,                0.78525,                0.63744,                0.92238,                 1.0427,                  1.345,             0.00078677,             0.00078677,             0.00078677
                     30,                0.96601,                 1.0431,                 1.4052,                0.76833,                0.67923,                0.76626,                 0.5503,                 1.2042,                 1.1352,                 1.5731,             0.00077915,             0.00077915,             0.00077915
                     31,                0.91856,                 1.0452,                 1.3617,                 0.5958,                0.73705,                0.66566,                0.51637,                  1.047,                 1.2202,                 1.4212,             0.00077154,             0.00077154,             0.00077154
                     32,                0.91572,                0.98217,                 1.3582,                0.65711,                0.69369,                0.71003,                 0.5611,                  1.032,                 1.1853,                 1.4004,             0.00076392,             0.00076392,             0.00076392
                     33,                 0.9366,                 1.0002,                 1.3847,                0.82719,                0.66006,                0.78068,                0.60758,                 1.1163,                 1.0378,                  1.456,             0.00075631,             0.00075631,             0.00075631
                     34,                0.90661,                0.95815,                 1.3522,                0.61491,                0.65892,                0.69327,                0.55699,                 1.0635,                 1.1704,                 1.4625,             0.00074869,             0.00074869,             0.00074869
                     35,                 0.8914,                0.99818,                 1.3265,                0.65764,                0.74941,                0.71719,                0.58224,                0.92259,                  1.163,                 1.3527,             0.00074108,             0.00074108,             0.00074108
                     36,                0.95163,                 1.0434,                  1.386,                 0.6182,                0.75477,                0.69102,                0.53115,                 1.1058,                 1.1615,                 1.5052,             0.00073346,             0.00073346,             0.00073346
                     37,                0.92678,                0.99183,                 1.3671,                0.73151,                0.76138,                0.79804,                0.58437,                 1.1741,                 1.2235,                 1.4749,             0.00072585,             0.00072585,             0.00072585
                     38,                0.87588,                0.96642,                 1.3203,                 0.7586,                0.77947,                0.79172,                0.62723,                 1.0249,                 1.0468,                 1.3905,             0.00071823,             0.00071823,             0.00071823
                     39,                0.93244,                0.99239,                  1.378,                 0.7385,                0.68241,                0.77532,                0.58088,                 1.1354,                 1.0713,                 1.5123,             0.00071062,             0.00071062,             0.00071062
                     40,                0.88091,                0.93348,                 1.3321,                0.72014,                0.76334,                0.77949,                0.61851,                 1.0077,                 1.0255,                 1.4066,               0.000703,               0.000703,               0.000703
                     41,                0.89326,                0.96582,                 1.3381,                0.74609,                0.73028,                 0.7986,                 0.6384,                 1.0049,                  1.011,                 1.3932,             0.00069538,             0.00069538,             0.00069538
                     42,                0.89829,                0.95866,                 1.3395,                0.85706,                0.72909,                0.82289,                0.65408,                 0.9766,                0.94556,                 1.3742,             0.00068777,             0.00068777,             0.00068777
                     43,                0.89232,                0.93476,                 1.3504,                0.71899,                 0.6745,                0.76049,                0.58095,                 1.1068,                 1.2181,                 1.4659,             0.00068015,             0.00068015,             0.00068015
                     44,                0.86822,                0.92612,                 1.3341,                0.77552,                0.68643,                0.78639,                0.63516,                0.98225,                 1.0285,                 1.3868,             0.00067254,             0.00067254,             0.00067254
                     45,                0.83803,                0.88242,                 1.3124,                0.71942,                0.64927,                0.75159,                0.61873,                0.91669,                 1.0825,                 1.3648,             0.00066492,             0.00066492,             0.00066492
                     46,                0.87963,                 0.9267,                 1.3431,                0.72567,                0.67285,                0.75574,                0.58174,                 1.0846,                  1.052,                 1.4656,             0.00065731,             0.00065731,             0.00065731
                     47,                0.88154,                0.91064,                 1.3314,                0.66932,                0.71111,                 0.7585,                0.59954,                 1.0274,                 1.1292,                  1.434,             0.00064969,             0.00064969,             0.00064969
                     48,                0.91609,                0.97714,                 1.3308,                0.76081,                0.62822,                0.74558,                 0.5755,                 1.0732,                 1.0881,                 1.4518,             0.00064208,             0.00064208,             0.00064208
                     49,                0.86353,                0.91225,                 1.3243,                0.74001,                0.73196,                0.77584,                0.53434,                 1.4124,                 1.1297,                 1.7402,             0.00063446,             0.00063446,             0.00063446
                     50,                0.87166,                0.94615,                 1.3216,                0.77455,                0.70986,                0.77928,                0.64054,                0.93149,                 1.0591,                 1.3595,             0.00062685,             0.00062685,             0.00062685
                     51,                 0.8599,                0.87725,                 1.3075,                0.79415,                0.68804,                  0.772,                0.57429,                 1.1733,                 1.1384,                 1.5603,             0.00061923,             0.00061923,             0.00061923
                     52,                0.85136,                0.86793,                 1.2886,                0.74572,                0.78614,                0.80955,                0.66006,                  0.929,                 0.9704,                 1.3651,             0.00061162,             0.00061162,             0.00061162
                     53,                0.84971,                0.88318,                  1.309,                0.70989,                0.75821,                0.78927,                0.62752,                0.99694,                 1.0651,                 1.3951,               0.000604,               0.000604,               0.000604
                     54,                0.87054,                0.90555,                 1.3342,                0.76921,                0.72402,                0.77618,                0.61357,                 1.0103,                 1.1042,                 1.4292,             0.00059638,             0.00059638,             0.00059638
                     55,                0.83878,                0.87064,                 1.3058,                0.72129,                0.72336,                0.78367,                0.64271,                 0.9406,                 1.0278,                 1.3609,             0.00058877,             0.00058877,             0.00058877
                     56,                0.84348,                0.84502,                 1.3072,                0.83757,                0.70375,                0.81706,                0.65148,                 1.0123,                0.99205,                 1.4069,             0.00058115,             0.00058115,             0.00058115
                     57,                0.82845,                0.85242,                 1.3037,                0.73496,                0.73747,                0.79479,                0.66021,                 0.8737,                0.96136,                 1.2998,             0.00057354,             0.00057354,             0.00057354
                     58,                0.80816,                0.85532,                 1.2729,                0.77447,                0.73635,                0.81192,                0.66373,                0.89124,                0.99421,                    1.3,             0.00056592,             0.00056592,             0.00056592
                     59,                0.83182,                0.85554,                 1.2987,                0.74508,                0.78496,                0.79858,                0.62216,                 1.0891,                 1.0058,                 1.4493,             0.00055831,             0.00055831,             0.00055831
                     60,                0.85752,                0.84782,                 1.3296,                0.67899,                0.79308,                   0.79,                0.62868,                 1.0291,                 0.9979,                 1.3896,             0.00055069,             0.00055069,             0.00055069
                     61,                0.83388,                0.86019,                 1.3182,                0.82385,                0.75703,                0.81141,                0.65627,                0.96742,                0.92874,                 1.3489,             0.00054308,             0.00054308,             0.00054308
                     62,                0.82877,                 0.8478,                 1.2789,                0.80331,                0.76504,                0.81472,                0.66005,                0.97322,                0.88766,                 1.3718,             0.00053546,             0.00053546,             0.00053546
                     63,                   0.81,                0.77096,                 1.2758,                0.83535,                0.77535,                0.83979,                0.61235,                 1.1855,                0.93959,                 1.5651,             0.00052785,             0.00052785,             0.00052785
                     64,                0.80556,                0.78239,                 1.2619,                0.76528,                0.75821,                0.80861,                0.65446,                0.94409,                0.95867,                 1.3672,             0.00052023,             0.00052023,             0.00052023
                     65,                0.78755,                0.80848,                 1.2681,                0.79855,                0.77299,                0.81519,                0.64264,                 1.0672,                0.93461,                 1.4627,             0.00051262,             0.00051262,             0.00051262
                     66,                0.77683,                0.80403,                 1.2651,                0.79408,                0.78279,                0.83037,                0.67979,                0.91699,                 0.9058,                 1.3235,               0.000505,               0.000505,               0.000505
                     67,                0.82077,                0.82949,                 1.3042,                0.71608,                0.81607,                0.82342,                 0.6763,                0.91989,                 0.8975,                 1.3268,             0.00049738,             0.00049738,             0.00049738
                     68,                0.81266,                0.82381,                 1.2983,                 0.8048,                0.75821,                0.82766,                0.69475,                0.86343,                0.86634,                  1.299,             0.00048977,             0.00048977,             0.00048977
                     69,                0.81282,                0.79355,                 1.2726,                 0.8341,                0.75873,                0.83006,                0.68927,                0.90541,                0.87159,                 1.3382,             0.00048215,             0.00048215,             0.00048215
                     70,                0.77152,                0.75285,                 1.2463,                 0.8431,                0.75209,                0.82524,                0.67147,                0.90728,                0.90749,                 1.3476,             0.00047454,             0.00047454,             0.00047454
                     71,                0.80232,                0.79498,                  1.281,                0.81752,                0.70717,                0.80102,                0.66222,                 0.8973,                0.88703,                 1.3004,             0.00046692,             0.00046692,             0.00046692
                     72,                0.80027,                0.77947,                 1.2655,                0.75257,                0.74693,                 0.8008,                0.66802,                0.88028,                0.92611,                 1.2907,             0.00045931,             0.00045931,             0.00045931
                     73,                0.81061,                0.81112,                 1.2845,                0.84908,                0.71623,                0.81545,                0.66174,                0.93665,                0.89531,                 1.3431,             0.00045169,             0.00045169,             0.00045169
                     74,                 0.7958,                0.80871,                 1.2811,                0.82204,                0.76818,                 0.8409,                0.67986,                0.94495,                0.84213,                 1.3385,             0.00044408,             0.00044408,             0.00044408
                     75,                0.76289,                0.73508,                 1.2353,                0.73341,                 0.8096,                0.80763,                0.65544,                0.93515,                0.89269,                 1.3602,             0.00043646,             0.00043646,             0.00043646
                     76,                 0.7877,                0.76391,                 1.2525,                0.84492,                0.74987,                0.83086,                0.68704,                0.89942,                0.86307,                 1.3213,             0.00042885,             0.00042885,             0.00042885
                     77,                0.79209,                 0.7568,                 1.2595,                0.77995,                0.82724,                0.85932,                0.69138,                0.96638,                0.81013,                 1.3802,             0.00042123,             0.00042123,             0.00042123
                     78,                  0.762,                0.74511,                 1.2453,                0.84343,                0.76762,                0.81281,                0.63752,                 1.0415,                 0.8947,                 1.4322,             0.00041362,             0.00041362,             0.00041362
                     79,                0.76015,                0.75588,                 1.2411,                0.79813,                0.80112,                0.82949,                0.67539,                0.88375,                 0.8474,                 1.3026,               0.000406,               0.000406,               0.000406
                     80,                0.77334,                 0.7542,                 1.2633,                0.80463,                0.75385,                0.82382,                0.66521,                0.93952,                0.91193,                 1.3471,             0.00039838,             0.00039838,             0.00039838
                     81,                0.76103,                0.73987,                 1.2448,                0.79847,                0.73179,                0.82131,                0.67823,                0.87158,                0.90172,                 1.3152,             0.00039077,             0.00039077,             0.00039077
                     82,                0.76982,                0.76284,                 1.2431,                0.77087,                0.83597,                0.84161,                0.66305,                  1.056,                0.87762,                 1.4618,             0.00038315,             0.00038315,             0.00038315
                     83,                0.77025,                0.74167,                 1.2663,                0.80345,                0.77045,                 0.8376,                0.67514,                0.95147,                0.85443,                 1.3537,             0.00037554,             0.00037554,             0.00037554
                     84,                 0.7668,                0.74752,                 1.2637,                  0.824,                0.76304,                0.81508,                0.67335,                0.89404,                0.84705,                 1.3051,             0.00036792,             0.00036792,             0.00036792
                     85,                0.73885,                0.70644,                  1.226,                0.75311,                0.81544,                0.83567,                 0.7034,                0.85528,                 0.8382,                 1.3064,             0.00036031,             0.00036031,             0.00036031
                     86,                0.74193,                0.70742,                 1.2162,                0.81813,                0.72592,                0.81471,                0.68259,                0.82498,                0.89972,                 1.2797,             0.00035269,             0.00035269,             0.00035269
                     87,                0.76246,                 0.7363,                 1.2413,                0.74689,                0.72529,                0.77589,                0.63546,                0.89144,                0.95253,                 1.3079,             0.00034508,             0.00034508,             0.00034508
                     88,                0.73885,                0.71954,                 1.2413,                0.77743,                0.78593,                0.82709,                0.69284,                0.82119,                 0.8576,                 1.2675,             0.00033746,             0.00033746,             0.00033746
                     89,                0.75699,                0.71789,                 1.2573,                0.84591,                0.76862,                0.82938,                0.68807,                0.86942,                 0.8582,                 1.3125,             0.00032985,             0.00032985,             0.00032985
                     90,                0.75541,                0.71874,                 1.2383,                0.84151,                0.79893,                0.84645,                0.70755,                0.82806,                0.80712,                 1.2919,             0.00032223,             0.00032223,             0.00032223
                     91,                0.73186,                0.69337,                  1.242,                0.86441,                 0.7699,                0.81979,                 0.6547,                0.96564,                0.88392,                 1.4085,             0.00031462,             0.00031462,             0.00031462
                     92,                0.73429,                 0.6931,                 1.2247,                0.84508,                0.77539,                0.83393,                0.69733,                0.84807,                0.83658,                 1.2794,               0.000307,               0.000307,               0.000307
                     93,                0.75221,                0.68646,                 1.2404,                0.83259,                0.75793,                0.80271,                0.64814,                0.91634,                0.93346,                 1.3079,             0.00029938,             0.00029938,             0.00029938
                     94,                0.72231,                0.66708,                  1.204,                0.77126,                0.76445,                 0.7854,                0.66305,                0.82095,                0.93177,                 1.2374,             0.00029177,             0.00029177,             0.00029177
                     95,                0.75854,                0.72554,                 1.2444,                0.78314,                0.71915,                0.77111,                0.64194,                0.83883,                0.94369,                 1.2515,             0.00028415,             0.00028415,             0.00028415
                     96,                0.73733,                0.69821,                 1.2337,                0.80512,                0.73849,                 0.7922,                0.67084,                0.81011,                0.89244,                 1.2423,             0.00027654,             0.00027654,             0.00027654
                     97,                0.71043,                0.66542,                 1.2017,                0.86627,                0.72871,                0.82508,                0.71579,                0.75173,                 0.8377,                 1.2305,             0.00026892,             0.00026892,             0.00026892
                     98,                 0.7329,                0.68706,                 1.2392,                0.82565,                0.74746,                0.80578,                0.67898,                0.85489,                0.88991,                 1.3149,             0.00026131,             0.00026131,             0.00026131
                     99,                0.72662,                0.65717,                 1.2244,                 0.8491,                0.74268,                0.80924,                0.68507,                0.78527,                0.83455,                 1.2577,             0.00025369,             0.00025369,             0.00025369
                    100,                0.73573,                0.66283,                 1.2241,                0.83007,                0.78136,                0.83823,                 0.7041,                0.81275,                0.79172,                 1.2594,             0.00024608,             0.00024608,             0.00024608
                    101,                0.70314,                0.64471,                 1.2057,                0.84884,                0.72568,                 0.8113,                0.68677,                0.80322,                0.83402,                 1.2568,             0.00023846,             0.00023846,             0.00023846
                    102,                 0.6816,                0.62049,                 1.1895,                0.80731,                0.73642,                0.78507,                0.66886,                0.83885,                 0.9113,                 1.2906,             0.00023085,             0.00023085,             0.00023085
                    103,                0.69148,                 0.6293,                 1.1995,                0.85121,                0.72821,                0.81297,                0.66524,                0.88599,                0.89933,                 1.3142,             0.00022323,             0.00022323,             0.00022323
                    104,                0.72359,                0.66181,                  1.229,                0.84953,                0.73988,                0.83293,                0.71786,                0.77018,                0.79123,                 1.2386,             0.00021562,             0.00021562,             0.00021562
                    105,                0.69168,                0.60337,                 1.1852,                0.87084,                0.73196,                0.82978,                0.69858,                0.80769,                0.81008,                 1.2404,               0.000208,               0.000208,               0.000208
                    106,                0.68421,                0.60893,                 1.1782,                0.80294,                 0.7584,                0.80967,                0.69831,                0.79158,                0.84486,                 1.2499,             0.00020038,             0.00020038,             0.00020038
                    107,                 0.6723,                0.61366,                 1.1795,                0.78749,                0.75065,                0.79874,                0.66776,                0.88353,                0.90549,                 1.3211,             0.00019277,             0.00019277,             0.00019277
                    108,                0.69234,                 0.6264,                 1.2022,                0.83971,                0.74909,                0.79269,                0.67935,                0.78566,                0.88761,                 1.2476,             0.00018515,             0.00018515,             0.00018515
                    109,                0.68771,                0.63283,                 1.1897,                0.78699,                0.74239,                0.81456,                0.68357,                0.84129,                0.85226,                 1.2883,             0.00017754,             0.00017754,             0.00017754
                    110,                0.68914,                0.62279,                  1.191,                0.86512,                 0.6968,                0.81123,                 0.6872,                0.81186,                0.80796,                 1.2637,             0.00016992,             0.00016992,             0.00016992
                    111,                0.68316,                0.61598,                 1.1966,                0.82184,                0.74046,                0.82117,                0.69389,                0.83215,                 0.7964,                 1.2935,             0.00016231,             0.00016231,             0.00016231
                    112,                0.69226,                0.64621,                 1.2013,                0.85722,                0.72056,                0.82221,                 0.6854,                0.84735,                 0.7806,                 1.3026,             0.00015469,             0.00015469,             0.00015469
                    113,                0.67138,                0.61126,                 1.1776,                0.87331,                0.73354,                0.83102,                0.71083,                0.80329,                0.77776,                 1.2497,             0.00014708,             0.00014708,             0.00014708
                    114,                0.68517,                0.60914,                 1.1827,                0.79609,                0.83615,                0.85512,                0.72578,                0.80388,                0.73455,                 1.2413,             0.00013946,             0.00013946,             0.00013946
                    115,                0.71065,                0.65049,                 1.2197,                0.85538,                0.72753,                0.83298,                0.70968,                0.81464,                0.78576,                  1.255,             0.00013185,             0.00013185,             0.00013185
                    116,                0.69924,                0.65245,                 1.2014,                0.84088,                 0.7387,                0.81224,                0.70098,                0.80328,                0.79047,                 1.2556,             0.00012423,             0.00012423,             0.00012423
                    117,                0.63428,                0.57669,                 1.1532,                 0.8293,                0.75186,                 0.8251,                0.70796,                0.79809,                0.76385,                 1.2496,             0.00011662,             0.00011662,             0.00011662
                    118,                0.65191,                0.57797,                 1.1678,                0.83746,                0.74907,                0.83049,                0.71196,                0.79788,                0.76207,                 1.2566,               0.000109,               0.000109,               0.000109
                    119,                0.65759,                0.58531,                 1.1827,                 0.8169,                0.75612,                0.82978,                0.71776,                0.78706,                0.77289,                 1.2595,             0.00010138,             0.00010138,             0.00010138
                    120,                0.65444,                0.58365,                 1.1746,                0.82312,                0.74849,                0.82217,                0.70786,                0.79486,                0.78036,                 1.2604,             9.3769e-05,             9.3769e-05,             9.3769e-05
                    121,                0.47321,                 0.4355,                 1.0395,                0.79726,                0.72154,                0.79167,                0.68084,                0.76542,                0.84479,                 1.2335,             8.6154e-05,             8.6154e-05,             8.6154e-05
                    122,                0.47955,                0.38976,                 1.0453,                0.81102,                0.71296,                0.79806,                0.68739,                0.77593,                0.84578,                 1.2547,             7.8538e-05,             7.8538e-05,             7.8538e-05
                    123,                0.47763,                0.36948,                 1.0455,                0.82588,                0.74284,                0.80931,                0.70221,                 0.7682,                0.83519,                 1.2455,             7.0923e-05,             7.0923e-05,             7.0923e-05
                    124,                0.44875,                0.36215,                 1.0223,                0.82946,                0.76621,                0.81883,                0.70429,                0.79087,                0.83215,                 1.2554,             6.3308e-05,             6.3308e-05,             6.3308e-05
                    125,                0.46617,                0.35604,                 1.0377,                0.85802,                0.73828,                0.83484,                0.72513,                0.77861,                0.80157,                 1.2339,             5.5692e-05,             5.5692e-05,             5.5692e-05
                    126,                0.44629,                0.34469,                 1.0146,                0.83273,                0.74027,                0.83923,                0.73456,                0.76864,                0.79107,                  1.229,             4.8077e-05,             4.8077e-05,             4.8077e-05
                    127,                0.43988,                 0.3415,                 1.0174,                0.81438,                0.76374,                0.83614,                0.73295,                0.76064,                0.79333,                 1.2223,             4.0462e-05,             4.0462e-05,             4.0462e-05
                    128,                0.46347,                0.33421,                 1.0313,                0.84358,                0.73349,                0.83572,                0.73454,                 0.7594,                0.78455,                 1.2265,             3.2846e-05,             3.2846e-05,             3.2846e-05
                    129,                0.43969,                0.35576,                 1.0283,                 0.8402,                0.74467,                0.83146,                0.72546,                0.75653,                0.80937,                 1.2196,             2.5231e-05,             2.5231e-05,             2.5231e-05
                    130,                0.43655,                0.34102,                  1.021,                0.86501,                0.74467,                0.83154,                0.72948,                0.73984,                0.80594,                 1.2129,             1.7615e-05,             1.7615e-05,             1.7615e-05
